,region,week_last_day,epidemiological_week,total_inhabitants,last_available_confirmed,last_available_deaths,new_week_cases,new_week_deaths,prevalence,mortality,lethality,incidence_cases,incidence_deaths,cases_growth_factor,deaths_growth_factor,new_week_cases_mm,new_week_deaths_mm,incidence_cases_mm,incidence_deaths_mm
158,Norte,17/04/2021,68,18672590.959272966,1442741,35704,35715,1368,7726.517456237227,191.21074347890158,2.4747338572897006,191.2696533539371,7.326246277143664,0.9197311495673671,1.1185609157808667,36836,1252,197.2731051643743,6.708585163134964
159,Norte,24/04/2021,69,18672590.959272966,1471791,36967,29050,1263,7882.093080762829,197.97466822161536,2.511701729389567,155.57562452560194,6.763924742713777,0.8133837323253535,0.9232456140350878,34532,1284,184.9359492137554,6.879959345056452
160,Norte,01/05/2021,70,18672590.959272966,1499366,38111,27575,1144,8029.7694265904875,204.1012952253086,2.5418076707088195,147.67634582765828,6.1266270036932395,0.9492254733218589,0.9057798891528107,30780,1258,164.84054123573245,6.738932674516893
161,Norte,08/05/2021,71,18672590.959272966,1527175,38953,27809,842,8178.698946123446,208.61057838711778,2.5506572593186765,148.92951953295918,4.509283161809185,1.0084859474161378,0.736013986013986,28144,1083,150.72716329540648,5.7999449694053995
162,Norte,15/05/2021,72,18672590.959272966,1556058,39763,28883,810,8333.380211637146,212.9484873670055,2.5553674734489333,154.68126551369915,4.337908979887696,1.038620590456327,0.9619952494061758,28089,932,150.4290436247722,4.991273048463373
163,Norte,22/05/2021,73,18672590.959272966,1582179,40419,26121,656,8473.269743073746,216.461658096396,2.55464141541507,139.8895314366006,3.513170729390529,0.9043728144583318,0.8098765432098766,27604,769,147.83343882775296,4.120120957029137
164,Norte,29/05/2021,74,18672590.959272966,1606553,41036,24374,617,8603.80331526607,219.76596654156972,2.5542885917862654,130.53357219232433,3.3043084451737137,0.9331189464415605,0.9405487804878049,26459,694,141.7014563808747,3.7184627181506458
165,Norte,05/06/2021,75,18672590.959272966,1629748,41576,23195,540,8728.022819943226,222.65790586149487,2.5510692450612,124.21950467715445,2.8919393199251306,0.9516287847706573,0.8752025931928687,24563,604,131.54753610202647,3.236472831496458
166,Norte,12/06/2021,76,18672590.959272966,1658217,42166,28469,590,8880.486931978316,225.8176173406723,2.542851749801142,152.4641120350899,3.1597114791774574,1.2273765897822806,1.0925925925925926,25346,582,135.73906296818953,3.118653081425434
167,Norte,19/06/2021,77,18672590.959272966,1684233,42753,26016,587,9019.814141880486,228.96126249029464,2.538425502884696,139.32720990217072,3.143645149622318,0.9138361024272015,0.9949152542372881,25893,572,138.67027553813833,3.065098649574969
168,Norte,26/06/2021,78,18672590.959272966,1706904,43253,22671,500,9141.227394328676,231.6389840828179,2.5340030839461387,121.41325244819006,2.677721592523269,0.8714252767527675,0.8517887563884157,25718,559,137.73485812848355,2.993692740441015
169,Norte,03/07/2021,79,18672590.959272966,1726447,43690,19543,437,9245.88882049404,233.97931275468324,2.530630827358152,104.66142616536449,2.340328671865337,0.8620263773102201,0.874,22743,508,121.80062950524177,2.720565138003641
170,Norte,10/07/2021,80,18672590.959272966,1744437,44097,17990,407,9342.233243393028,236.15897813099718,2.5278642908858275,96.34442289898722,2.179665376313941,0.9205342066212966,0.931350114416476,20068,448,107.47303383751392,2.399238546900849
171,Norte,17/07/2021,81,18672590.959272966,1760012,44431,15575,334,9425.644271000127,237.9476961548027,2.5244714240584725,83.41102760709983,1.7887180238055436,0.8657587548638133,0.8206388206388207,17702,392,94.8056255571505,2.1029040239949404
172,Norte,24/07/2021,82,18672590.959272966,1773191,44759,13179,328,9496.223656735856,239.70428151949798,2.524206360172142,70.57938573572832,1.7565853646952645,0.8461637239165329,0.9820359281437125,15581,356,83.44494541393846,1.9083229216049162
173,Norte,31/07/2021,83,18672590.959272966,1785884,45038,12693,279,9564.200297083651,241.198450168126,2.5218883197340927,67.97664034779571,1.4941686486279842,0.9631231504666515,0.850609756097561,13815,313,73.98901789687461,1.6798240123762642
174,Norte,07/08/2021,84,18672590.959272966,1797262,45322,11378,284,9625.13452964311,242.71939603267919,2.521724712368035,60.93423255945951,1.5209458645532168,0.8963995903253762,1.017921146953405,12416,297,66.49675288099452,1.5905666259588218
175,Norte,14/08/2021,85,18672590.959272966,1806061,45587,8799,265,9672.257074228335,244.13858847671654,2.5241118655460695,47.12254458522449,1.4191924440373325,0.7733345051854456,0.9330985915492958,10956,276,58.67780583082657,1.4781023190728444
176,Norte,21/08/2021,86,18672590.959272966,1814653,45787,8592,200,9718.271042074255,245.20967711372583,2.523182118013747,46.01396784591985,1.0710886370093076,0.9764745993862939,0.7547169811320755,9589,249,51.35691499686795,1.3370756485332855
177,Norte,28/08/2021,87,18672590.959272966,1822557,45972,7904,185,9760.600465008863,246.20043410295943,2.522390246230982,42.329422934607834,0.9907569892336096,0.9199255121042831,0.925,8431,216,45.15531178858405,1.1603460234267498
178,Norte,04/09/2021,88,18672590.959272966,1828837,46109,6280,137,9794.232648210955,246.9341298193108,2.521219769722507,33.63218320209226,0.7336957163513756,0.7945344129554656,0.7405405405405405,7592,174,40.65852466087331,0.9318471141980975
179,Norte,11/09/2021,89,18672590.959272966,1834459,46194,5622,85,9824.340949797286,247.38934249003978,2.5181265975418365,30.108301586331635,0.4552126707289557,0.8952229299363057,0.6204379562043796,6602,135,35.35663590767724,0.7265551254379803
180,Norte,18/09/2021,90,18672590.959272966,1837747,46319,3288,125,9841.94964698972,248.05877288817058,2.5204231050302353,17.608697192433016,0.6694303981308173,0.5848452508004269,1.4705882352941178,5063,115,27.11639399361897,0.6194462617370496
181,Norte,25/09/2021,91,18672590.959272966,1842276,46458,4529,139,9866.204449174795,248.80317949089206,2.5217719820482922,24.25480218507577,0.7444066027214687,1.377433090024331,1.112,4479,116,23.99060032128014,0.6230165571937473
182,Norte,02/10/2021,92,18672590.959272966,1846160,46537,3884,79,9887.004990505517,249.22625950251074,2.520745764180786,20.800541330720755,0.4230800116186765,0.8575844557297416,0.5683453237410072,3900,114,20.888013569409846,0.6123056708236542
183,Norte,09/10/2021,93,18672590.959272966,1850255,46619,4095,82,9908.935530348283,249.66540584368454,2.5195986499158227,21.930539842765572,0.4391463411738161,1.0543254376931,1.0379746835443038,4169,100,22.32862778618737,0.5355443185046538
184,Norte,16/10/2021,94,18672590.959272966,1854101,46695,3846,76,9929.532564837971,250.07241952574807,2.5184712159693565,20.597034489688983,0.4070136820635369,0.9391941391941392,0.926829268292683,3941,79,21.109371887725104,0.42308001161867653
185,Norte,23/10/2021,95,18672590.959272966,1859616,46778,5515,83,9959.067834003503,250.51692131010694,2.5154655584808907,29.535269165531655,0.4445017843588626,1.4339573582943317,1.0921052631578947,4485,80,24.02094783266207,0.4302206025320719
